artista,musica,album,kmeans_cluster
The Black Eyed Peas,Just Can’t Get Enough,The Beginning,7
D12,My Band,D-12 World,0
D12,My Band,D-12 World,1
Rihanna,FourFiveSeconds,FourFiveSeconds,7
Rihanna,FourFiveSeconds,FourFiveSeconds,6
Naughty By Nature,O.P.P.,Anthem Inc.,0
Salt-N-Pepa,Let's Talk About Sex,Blacks' Magic,0
Jordin Sparks,No Air,Jordin Sparks,0
The Cheetah Girls,Dance With Me,The Cheetah Girls 2,0
The Cheetah Girls,Dance With Me,The Cheetah Girls 2,1
Missy Elliott,Work It,Under Construction,0
Missy Elliott,Work It,Under Construction,1
Craig David,7 Days,Rewind - The Collection,0
Craig David,7 Days,Rewind - The Collection,0
Juicy J,Low,Low,0
System Of A Down,Hypnotize,Hypnotize,0
Mýa,Case Of The Ex (Whatcha Gonna Do),Fear Of Flying,0
R. Kelly,She's Got That Vibe,Born Into The 90's,0
Jason Aldean,Walking Away,Night Train,0
Sisqo,Thong Song,Unleash The Dragon,0
Ciara,Love Sex Magic,Fantasy Ride,0
Fatman Scoop,Be Faithful,Be Faithful,0
Fatman Scoop,Be Faithful,Be Faithful,1
Lupe Fiasco,The Show Goes On,Lasers,0
Shaggy,Boombastic,Boombastic,0
Shaggy,Boombastic,Boombastic,1
The Lonely Island,I Just Had Sex,Turtleneck & Chain,0
Pitbull,Time of Our Lives,Globalization,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),R.E.D.,0
Pia Mia,Do It Again,Do It Again,0
Deorro,Five More Hours - Deorro x Chris Brown,Good Evening,0
Jason Derulo,Trumpets,Tattoos,0
Taio Cruz,Dynamite,The Rokstarr Hits Collection,0
Taio Cruz,Dynamite,The Rokstarr Hits Collection,1
Jason Derulo,Don't Wanna Go Home,Future History,0
Flo Rida,Jump (feat. Nelly Furtado),R.O.O.T.S. (Route Of Overcoming The Struggle),0
Jason Derulo,Wiggle (feat. Snoop Dogg),Tattoos [Deluxe Edition],0
Jason Derulo,Wiggle (feat. Snoop Dogg),Tattoos [Deluxe Edition],1
Rihanna,S&M,Loud,0
Rihanna,S&M,Loud,1
Sean Kingston,Me Love,Sean Kingston,0
Chingy,Holidae In,Jackpot,0
Yuna,Live Your Life,Yuna,0
Fergie,London Bridge,The Dutchess,0
Fergie,London Bridge,The Dutchess,1
Rihanna,Cheers (Drink To That),Loud,0
Taio Cruz,Hangover,TY.O,0
Rihanna,Talk That Talk,Talk That Talk,0
50 Cent,Candy Shop,The Massacre,0
50 Cent,Candy Shop,The Massacre,1
Jennifer Lopez,Love Don't Cost a Thing,J.Lo,0
Soulja Boy,Crank That (Soulja Boy),souljaboytellem.com,0
Chingy,Right Thurr,Jackpot,0
50 Cent,Just A Lil Bit,The Massacre,0
Jennifer Lopez,If You Had My Love,On The 6,0
The Champs,Tequila,This Is Stadium Anthems,0
Estelle,American Boy,Total Club Hits Vol. 2,0
Nelly,Hey Porsche,M.O.,0
will.i.am,Scream & Shout,#willpower,0
Eminem,Shake That,Curtain Call,0
Eminem,Shake That,Curtain Call,1
Beyoncé,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE - Platinum Edition,0
Beyoncé,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE - Platinum Edition,1
Texada,All My Life,Blue,7
Texada,All My Life,Blue,7
Tinashe,All Hands on Deck,Aquarius,0
Eamon,Fuck It (I Don't Want You Back),I Don't Want You Back,0
Eminem,Just Lose It,Encore,0
Eminem,Just Lose It,Encore,1
Eminem,Just Lose It,Encore,1
Mariah Carey,Touch My Body,E=MC²,0
Mc Magic,Sexy Lady,MAGIC CITY,0
Mariah Carey,Always Be My Baby,Daydream,7
Jordin Sparks,Tattoo,Jordin Sparks,0
Jordin Sparks,Tattoo,Jordin Sparks,0
Frank Ocean,Solo,Blonde,0
Rihanna,Unfaithful,A Girl Like Me,7
Rihanna,Unfaithful,A Girl Like Me,6
Phil Vassar,Bye Bye,Greatest Hits Volume 1,0
Phil Vassar,Bye Bye,Greatest Hits Volume 1,6
Leona Lewis,Bleeding Love,Spirit,0
Leona Lewis,Bleeding Love,Spirit,6
Mike Posner,Bow Chicka Wow Wow,31 Minutes to Takeoff,0
Iyaz,So Big,So Big EP,0
James Bay,Incomplete,Chaos And The Calm,7
Drake,Best I Ever Had,So Far Gone,0
Drake,Best I Ever Had,So Far Gone,1
The Pussycat Dolls,I Hate This Part,Doll Domination,0
INOJ,Love You Down,Ready for the World,0
Drake,Headlines,Take Care,7
R. Kelly,Bump n' Grind,12 Play,0
Keri Hilson,Pretty Girl Rock,No Boys Allowed,0
Drake,Take Care,Take Care,7
Usher,Love in This Club,Here I Stand (Deluxe Version),0
Joe,No One Else Comes Close,All That I Am,7
2Pac,California Love,Hip-Hop - West Coast All Stars,0
2Pac,California Love,Hip-Hop - West Coast All Stars,1
Kali Uchis,Tyrant (feat. Jorja Smith),Tyrant (feat. Jorja Smith),7
Kesha,Hymn,Rainbow,0
H.E.R.,Losing,H.E.R. Volume 1,7
H.E.R.,Every Kind Of Way,H.E.R. Volume 2,7
PARTYNEXTDOOR,Recognize (feat. Drake),PARTYNEXTDOOR TWO,0
PARTYNEXTDOOR,TBH,PARTYNEXTDOOR,7
Bryson Tiller,For However Long,T R A P S O U L,0
Hole,Violet,Live Through This,7
SZA,Babylon (feat. Kendrick Lamar),Z,7
Miguel,coffee,Wildheart,0
Alicia Keys,You Don't Know My Name,The Diary Of Alicia Keys,7
DRAM,Caretaker (feat. SZA),Gahdamn!,7
Garrett Hedlund,Give In to Me,Country Strong (More Music from the Motion Picture),0
Lady Gaga,Speechless,The Fame Monster,7
Alina Baraz,Electric (feat. Khalid),Electric (feat. Khalid),7
Drake,Faithful,Views,7
FKA twigs,Two Weeks,LP1,0
Sade,Never as Good as the First Time,The Best Of Sade,0
Drake,Doing It Wrong,Take Care,7
Vista Kicks,Mona Lisa,Chasing Waves,7
Kool & The Gang,Summer Madness,Light Of Worlds,7
AJR,Thirsty,Living Room,0
GRMLN,Jaded,Soon Away,7
Steve Lacy,Dark Red,Dark Red,0
Steve Lacy,Some,Some,0
Trinidad Cardona,Jennifer,Jennifer,0
Phora,To the Moon,Yours Truly Forever,7
The Weeknd,As You Are,Beauty Behind The Madness,7
The Weeknd,Tell Your Friends,Beauty Behind The Madness,7
The Weeknd,A Lonely Night,Starboy,0
The Weeknd,The Morning,Trilogy,7
The Weeknd,The Morning,Trilogy,6
The Weeknd,Loft Music,Trilogy,7
The Weeknd,Loft Music,Trilogy,6
The Weeknd,Twenty Eight,Trilogy,7
Drake,Summers Over Interlude,Views,7
Drake,Fire & Desire,Views,7
Drake,Fire & Desire,Views,8
Iron & Wine,Jezebel,Woman King,7
Nicki Minaj,Favorite,The Pinkprint,7
Sade,No Ordinary Love,The Best Of Sade,7
The Weeknd,Adaptation,Kiss Land,0
The Weeknd,Kiss Land,Kiss Land,0
Drake,Passionfruit,More Life,7
Drake,Passionfruit,More Life,6
Flight Facilities,Stand Still,Down To Earth,7
Sabrina Claudio,Confidently Lost,Confidently Lost,7
Alina Baraz,Make You Feel,Urban Flora EP,7
Iron & Wine,Joy,Ghost On Ghost,7
Xavier Omär,No Way out (feat. GoldLink),Afraid,7
Sango,The Motive Used to Be the Melody,Hours Spent Loving You,7
Drake,Wednesday Night Interlude,If You're Reading This It's Too Late,7
Majid Jordan,Every Step Every Way,Majid Jordan,7
Nicki Minaj,I Lied,The Pinkprint,7
Nicki Minaj,Grand Piano,The Pinkprint,7
The Weeknd,Prisoner,Beauty Behind The Madness,7
The Weeknd,Prisoner,Beauty Behind The Madness,8
The Weeknd,True Colors,Starboy,7
The Weeknd,Nothing Without You,Starboy,7
Drake,Crew Love,Take Care,7
Bryson Tiller,The Sequence,T R A P S O U L,7
Jhene Aiko,Eternal Sunshine,Souled Out,7
Beyoncé,1+1,4,7
Drake,Jorja Interlude,More Life,7
Drake,Get It Together,More Life,0
Majid Jordan,Phases,The Space Between,7
The 1975,Fallingforyou,The 1975,7
The 1975,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",0
Naulé,Motion,Motion,0
Rihanna,Kiss It Better,ANTI,0
10cc,I'm Not In Love,The Original Soundtrack,7
Beyoncé,Ave Maria,I AM...SASHA FIERCE - Platinum Edition,7
Khalid,8TEEN,American Teen,0
The Weeknd,The Birds Pt. 2,Trilogy,7
Dom Rosenfeld,Something About You,Something About You,7
The Spill Canvas,All Over You,"No Really, I'm Fine",0
John Legend,What You Do to Me,DARKNESS AND LIGHT,7
Majid Jordan,King City,Majid Jordan,7
Majid Jordan,Small Talk,Majid Jordan,7
Majid Jordan,My Love (feat. Drake),Majid Jordan,7
Rihanna,Loveeeeeee Song,Unapologetic,7
Drake,Marvins Room,Take Care,7
Tribal Seeds,In Your Eyes,SoundWaves EP,0
Tribal Seeds,In Your Eyes,SoundWaves EP,1
Tribal Seeds,In Your Eyes,SoundWaves EP,1
Jhene Aiko,Stay Ready (What A Life),Sail Out,7
JAY Z,D'Evils,Reasonable Doubt / Vol. 2 Hard Knock Life,0
The xx,VCR,xx,0
Flo Rida,My House,MY HOUSE,1
Katy Perry,Hot N Cold,One Of The Boys,1
Selena Gomez & The Scene,Love You Like A Love Song,When The Sun Goes Down,1
Lady Gaga,Born This Way,Born This Way,1
Dua Lipa,New Rules,Dua Lipa,1
Dua Lipa,New Rules,Dua Lipa,1
Charlie Puth,Attention,Attention,1
Shawn Mendes,There's Nothing Holdin' Me Back,Illuminate,1
The Chainsmokers,Something Just Like This,Memories...Do Not Open,1
Portugal. The Man,Feel It Still,Woodstock,1
Sara Bareilles,Brave,The Blessed Unrest,1
Lady Gaga,Paparazzi,The Fame,1
Lady Gaga,Paparazzi,The Fame,6
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over,1
OneRepublic,Counting Stars,Native,1
Lady Gaga,Alejandro,The Fame Monster,1
One Direction,Live While We're Young,Take Me Home: Yearbook Edition,1
Carly Rae Jepsen,I Really Like You,Emotion,1
Lady Gaga,The Edge Of Glory,Born This Way,1
One Direction,One Thing,Up All Night,1
Ariana Grande,Into You,Dangerous Woman,1
Christina Aguilera,Lady Marmalade,Keeps Gettin' Better: A Decade of Hits,1
Usher,Caught Up,Confessions,6
DJ Carlo Showcase,Happy,"Disco Verano Mix, Vol. 4",1
Dirty Heads,Neighborhood,Any Port In A Storm,1
Christopher Williams,Dreamin',Changes,1
Christopher Williams,Dreamin',Changes,1
Ed Sheeran,Shape of You,÷,1
Ed Sheeran,Shape of You,÷,1
Dillon Francis,Need You,Need You,6
Cascada,Everytime We Touch - Radio Edit,Everytime We Touch,1
Fiona Apple,Across the Universe,Pleasantville -Music From The Motion Picture,1
Christina Aguilera,Ain't No Other Man,Keeps Gettin' Better: A Decade Of Hits,1
Kel,Nashville,Nashville,6
MIKA,Grace Kelly,Life In Cartoon Motion,6
James Blunt,You're Beautiful,Back To Bedlam,6
James The Mormon,Workin,Workin,1
Twenty One Pilots,Heathens,Heathens,6
MIKA,"Relax, Take It Easy",Life in Cartoon Motion,6
Miley Cyrus,Wrecking Ball,Bangerz (Deluxe Version),6
Camila Cabello,Havana,Havana,6
Beyoncé,Run the World (Girls),4,1
Sia,Elastic Heart,1000 Forms Of Fear,1
Zara Larsson,Ain't My Fault,So Good,1
Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",1
ZAYN,PILLOWTALK,Mind Of Mine (Deluxe Edition),1
Lukas Graham,7 Years,Lukas Graham (Blue Album),6
Justin Timberlake,Mirrors,The 20/20 Experience (Deluxe Version),6
Katy Perry,E.T.,Teenage Dream,1
Bruno Mars,The Lazy Song,Doo-Wops & Hooligans,1
Major Lazer,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),1
Katy Perry,Dark Horse,PRISM,6
Tove Lo,Habits (Stay High),Queen Of The Clouds,1
Rihanna,Only Girl (In The World),Loud,1
Maroon 5,Maps,V,1
Bruno Mars,Just the Way You Are,Doo-Wops & Hooligans,1
Alexandra Stan,Mr. Saxobeat - Radio Edit,Saxobeats,1
Calvin Harris,Summer,Motion,1
Calvin Harris,Summer,Motion,8
Selena Gomez,Come & Get It,Stars Dance,1
Vanessa Carlton,A Thousand Miles,Be Not Nobody,1
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen,1
Cody Simpson,Back To You,Paradise,1
Justin Bieber,As Long As You Love Me,Believe,1
Sara Bareilles,Love Song,Little Voice,1
Clean Bandit,Rather Be (feat. Jess Glynne),I Cry When I Laugh,6
Drake,One Dance,Views,1
KIRBY,Loved by You,Loved by You,1
P!nk,Raise Your Glass,Raise Your Glass,1
DNCE,Kissing Strangers,DNCE,1
Keane,Somewhere Only We Know,Hopes And Fears,6
Charli XCX,Boom Clap,SUCKER,1
Katy Perry,This Is How We Do,PRISM,1
Attack Attack!,I Kissed A Girl,"Punk Goes Pop, Vol. 2",1
Lady Gaga,Bad Romance,The Fame Monster,1
System Of A Down,Forest,Toxicity,6
Daft Punk,Da Funk,Homework,1
Ben Rector,Out of My Head,Into the Morning,1
P!nk,Blow Me (One Last Kiss),The Truth About Love,1
Felly,Low Low,Waking up to Sirens,6
Fergie,Big Girls Don't Cry (Personal),The Dutchess,6
Lady Gaga,Just Dance,The Fame,1
Jason Derulo,Want to Want Me,Everything Is 4,1
Katy Perry,Firework,Teenage Dream,1
Robin Thicke,Blurred Lines,Blurred Lines,1
Lady Gaga,Poker Face,The Fame,1
Rihanna,We Found Love,Talk That Talk,1
Josh Thompson,Back Around,Way Out Here,6
Kurt Hugo Schneider,Rolling In The Deep,Rolling In The Deep,1
Kelly Clarkson,Stronger (What Doesn't Kill You),Stronger,1
Nicki Minaj,Starships,Pink Friday ... Roman Reloaded,1
Miley Cyrus,Party In The U.S.A.,The Time Of Our Lives,1
Maroon 5,One More Night,Overexposed Track By Track,1
LMFAO,Sexy And I Know It,Sorry For Party Rocking,1
Lady Gaga,Telephone,The Fame Monster,1
Jessie J,Domino,Who You Are,1
LMFAO,Party Rock Anthem,Sorry For Party Rocking,1
Britney Spears,Womanizer,Circus (Deluxe Version),1
Katy Perry,Teenage Dream,Teenage Dream,1
Lady Gaga,Applause,ARTPOP,1
Neon Trees,Everybody Talks,Picture Show,1
Avril Lavigne,What the Hell,Goodbye Lullaby,1
Selena Gomez & The Scene,Round & Round,A Year Without Rain,1
Katy Perry,Roar,PRISM,1
Iggy Azalea,Fancy,The New Classic,1
The Civil Wars,The One That Got Away,The Civil Wars,1
Demi Lovato,Really Don't Care,Demi,1
Lady Gaga,Marry The Night,Born This Way,1
Demi Lovato,Confident,Confident,1
DNCE,Cake By The Ocean,DNCE,1
DNCE,Cake By The Ocean,DNCE,1
Daryl Hall & John Oates,Rich Girl,Bigger Than Both Of Us,1
Rixton,Me And My Broken Heart,Let The Road,1
Bruno Mars,Treasure,Unorthodox Jukebox,1
Demi Lovato,Cool for the Summer,Confident,6
Selena Gomez & The Scene,Naturally,Kiss & Tell,1
Tove Lo,Talking Body,Queen Of The Clouds,6
Shawn Mendes,Treat You Better,Illuminate,1
PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),1
Hozier,Take Me To Church,Hozier,6
Avicii,Hey Brother,True,1
Alessia Cara,Scars To Your Beautiful,Know-It-All,1
Elle King,Ex's & Oh's,Love Stuff,1
Patrick Lentz,Set Fire to the Rain,Acoustic Covers No. 1,1
The Chainsmokers,Don't Let Me Down,The Chainsmokers- Japan Special Edition,1
Imagine Dragons,On Top Of The World,Night Visions,1
The Chainsmokers,#SELFIE,#SELFIE,1
Avicii,Waiting For Love,Stories,1
Martin Garrix,In the Name of Love,The Martin Garrix Collection,6
Katy Perry,Last Friday Night (T.G.I.F.),Teenage Dream,1
Kesha,TiK ToK,Animal,1
Lady Gaga,Perfect Illusion,Joanne,1
Ellie Goulding,On My Mind,Delirium,1
The Black Eyed Peas,Pump It,Monkey Business,1
The Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),1
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),1
Fifth Harmony,Work from Home,7/27,1
Hailee Steinfeld,Starving,HAIZ,1
Katy Perry,Chained To The Rhythm,Witness,1
Kygo,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),6
Major Lazer,Lean On (feat. MØ & DJ Snake),Peace Is The Mission,1
One Direction,What Makes You Beautiful,Up All Night,1
Jessie J,Price Tag,Who You Are,1
Stephen Marley,Hey Baby,Mind Control,1
One Direction,Drag Me Down,Made In The A.M.,1
One Direction,Steal My Girl,FOUR,1
One Direction,One Way or Another (Teenage Kicks),One Way Or Another (Teenage Kicks),1
Meghan Trainor,All About That Bass,Title,1
Meghan Trainor,All About That Bass,Title,1
Meghan Trainor,NO,Thank You,1
Zara Larsson,Lush Life,So Good,1
Britney Spears,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),1
Britney Spears,(You Drive Me) Crazy,...Baby One More Time (Digital Deluxe Version),1
Bruno Mars,That's What I Like,24K Magic,1
Bruno Mars,24K Magic,24K Magic,1
Ed Sheeran,Galway Girl,÷,1
Fifth Harmony,That's My Girl,7/27,1
Taylor Swift,We Are Never Ever Getting Back Together,Red,1
Taylor Swift,22,Red,1
Hailee Steinfeld,Most Girls,Most Girls,6
Coldplay,The Scientist,A Rush Of Blood To The Head,6
Echosmith,Cool Kids,Talking Dreams,1
Miley Cyrus,We Can't Stop,Bangerz (Deluxe Version),1
Scissor Sisters,I Don't Feel Like Dancin' - Radio Edit,I Don't Feel Like Dancin',1
Taylor Swift,Look What You Made Me Do,Look What You Made Me Do,6
Kidz Bop Kids,Part Of Me,Kidz Bop 22,1
Ariana Grande,Side To Side,Dangerous Woman,1
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,6
Galantis,No Money,The Aviary,1
Sia,Chandelier,1000 Forms Of Fear,1
Tove Lo,Cool Girl,Lady Wood,6
MIKA,Love Today,Life In Cartoon Motion,1
MIKA,Big Girl (You Are Beautiful),Life In Cartoon Motion,1
Destiny's Child,Survivor,Survivor,1
Midnight Star,Curious,Planetary Invasion,1
Hayley Kiyoko,Girls Like Girls,This Side of Paradise - EP,1
Tedy,Flames,Warning,1
Blessid Union Of Souls,I Believe,Home,1
Allen Stone,Say So,Allen Stone,1
Hey Violet,Break My Heart,From The Outside,1
Rittz,In My Zone,Next to Nothing (Deluxe Edition),1
Z.Woods,Sunday Best,Songs About You,6
Vince Staples,Señorita,Summertime '06,1
Graham Colton,Best Days,Here Right Now,1
Project Bongo,Don't Call Me Up,Weekends,1
Trails and Ways,Taj Mahal,Covers Tape,1
Miley Cyrus,Adore You,Bangerz (Deluxe Version),1
Arty,Supposed To Be,Supposed To Be,1
Water Liars,Sucker,Wyoming,1
Train,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",1
Coldplay,Viva La Vida,Viva La Vida Or Death And All His Friends,6
Rakim,Guess Who's Back,The 18th Letter / The Book Of Life,1
G-Unit,Stunt 101,Beg For Mercy,1
G-Unit,Stunt 101,Beg For Mercy,1
Obie Trice,The Setup,Cheers,1
DMX,What These Bitches Want,...And Then There Was X,1
Hugo,99 Problems,Old Tyme Religion,1
Hugo,99 Problems,Old Tyme Religion,1
Hugo,99 Problems,Old Tyme Religion,1
Kelis,Caught Out There,Kaleidoscope,1
Houston,I Like That,It's Already Written,6
Houston,I Like That,It's Already Written,6
Missy Elliott,Get Ur Freak On,Miss E...So Addictive,6
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,1
Ja Rule,Put It On Me,Rule 3:36,1
Ja Rule,Put It On Me,Rule 3:36,1
Cam’ron,Oh Boy,Come Home With Me,1
Mystikal,Danger (Been So Long) featuring Nivea,Let's Get Ready,1
Amerie,1 Thing,Touch,1
R. Kelly,I Believe I Can Fly,R.,6
Sean Paul,Like Glue,Dutty Rock,1
Beyoncé,Naughty Girl,Dangerously In Love (Alben für die Ewigkeit),6
Alicia Keys,Fallin',Songs In A Minor,6
Alicia Keys,Fallin',Songs In A Minor,6
Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),Kamikaze,6
N.O.R.E.,Oye Mi Canto,N.O.R.E. Y La Familia,1
Robin Thicke,Lost Without U,The Evolution of Robin Thicke,6
MiMS,This Is Why I'm Hot,Music Is My Savior,1
Akon,I Wanna Love You,Konvicted,6
Youngbloodz,Snap Yo Fingers,Snap Yo Fingers - Single,1
House Of Pain,Jump Around,House of Pain (Fine Malt Lyrics),1
House Of Pain,Jump Around,House of Pain (Fine Malt Lyrics),1
Will Smith,Gettin' Jiggy Wit It,Big Willie Style,1
Will Smith,Gettin' Jiggy Wit It,Big Willie Style,1
M.O.P.,Ante Up (Robbin Hoodz Theory),"B2K Presents ""You Got Served"" Soundtrack",1
Diana King,Shy Guy,Tougher Than Love,1
Jeremih,Birthday Sex,Jeremih,6
The Game,How We Do,The Documentary,1
The Game,How We Do,The Documentary,1
The Game,How We Do,The Documentary,6
Set It Off,Why Worry,Duality,1
Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),The Sun's Tirade,1
Isaiah Rashad,Tity and Dolla (feat. Hugh Augustine & Jay Rock),The Sun's Tirade,6
Kat Dahlia,Gangsta,My Garden,1
ScHoolboy Q,Grooveline Pt. 2,Oxymoron,6
ScHoolboy Q,JoHn Muir,Blank Face LP,1
Kendrick Lamar,Hol' Up,Section.80,6
Mac Miller,Missed Calls,Blue Slide Park,1
Saba,Bucket List,Bucket List Project,6
KAYTRANADA,WEIGHT OFF,99.9%,6
Coldplay,Birds,A Head Full Of Dreams,6
Beck,Wow,Colors,1
Bear Hands,Crime Pays,Burning Bush Supper Club,1
Lynyrd Skynyrd,Saturday Night Special,Nuthin' Fancy,6
Nas,Get Down,God's Son,6
Wiz Taylor,Mezmorized,Bang,1
Action Bronson,Easy Rider,Mr. Wonderful,1
Cardiknox,Doors,Portrait,8
Mac Miller,Brand Name,GO:OD AM,1
Mac Miller,Rush Hour,GO:OD AM,6
Mac Miller,Dang! (feat. Anderson .Paak),The Divine Feminine,1
Mac Miller,Dang! (feat. Anderson .Paak),The Divine Feminine,1
Blu & Exile,A Letter,Give Me My Flowers While I Can Still Smell Them,1
R I T U A L,The Only One,Every Night Another But Not You,1
Earl Sweatshirt,Huey,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",6
Earl Sweatshirt,Grief,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",6
Earl Sweatshirt,Chum,Doris,6
Danny Brown,I Will,XXX (Deluxe Edition),6
MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,MM...FOOD,1
MF DOOM,Rhymes Like Dimes,Operation: Doomsday (Complete),1
MF DOOM,Lemon Grass,Metal Fingers Presents: Special Herbs Vol. 3 & 4,1
Moon Taxi,Rooftops,Daybreaker,1
Dirty Heads,Driftin',Any Port In A Storm,6
Joey Bada$$,Hazeus View,B4.DA.$$,1
Joey Bada$$,Hazeus View,B4.DA.$$,1
"Tyler, The Creator",WOLF,Wolf,6
"Tyler, The Creator",48,Wolf,1
"Tyler, The Creator",Colossus,Wolf,6
"Tyler, The Creator",Lone,Wolf,1
Childish Gambino,Fire Fly,Camp,1
Childish Gambino,V. 3005 - Beach Picnic Version,Kauai,6
BROCKHAMPTON,WASTE,SATURATION,6
Kanye West,We Don't Care,The College Dropout,1
Kanye West,Through The Wire,The College Dropout,1
Kanye West,Through The Wire,The College Dropout,1
Kanye West,Through The Wire,The College Dropout,1
Kanye West,We Major,Late Registration,4
Kanye West,Everything I Am,Graduation,6
Kanye West,Everything I Am,Graduation,6
Kanye West,Everything I Am,Graduation,6
Ben Khan,Zenith,Zenith,1
Denzel Curry,Lord Vader Kush II,32 Zel / Planet Shrooms,6
Travis Scott,Never Catch Me,Rodeo,1
The Pharcyde,Oh Shit,Bizarre Ride II The Pharcyde,1
The Pharcyde,4 Better Or 4 Worse,Bizarre Ride II The Pharcyde,1
The Pharcyde,Otha Fish,Bizarre Ride II The Pharcyde,1
Del The Funky Homosapien,Mistadobalina,I Wish My Brother George Was Here,1
Del The Funky Homosapien,Press Rewind,Both Sides Of The Brain,1
Del The Funky Homosapien,If You Must,Both Sides Of The Brain,1
Das EFX,Mic Checka,Dead Serious,6
Black Star,Thieves In The Night,Mos Def & Talib Kweli Are Black Star,1
The Roots,Respond/ React,Illadelph Halflife,1
The Roots,What They Do,Illadelph Halflife,6
The Black Eyed Peas,Joints & Jam,Behind The Front,1
A Tribe Called Quest,Buggin' Out,The Low End Theory,6
A Tribe Called Quest,Check the Rhime,The Low End Theory,6
A Tribe Called Quest,Find a Way,The Love Movement,1
A Tribe Called Quest,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1
UGK,"Front, Back & Side to Side",Super Tight,1
Devin The Dude,Doobie Ashtray,Just Tryin ta Live (Amended),1
OutKast,Southernplayalisticadillacmuzik,Southernplayalisticadillacmuzik,1
OutKast,Player's Ball,Southernplayalisticadillacmuzik,1
OutKast,Hootie Hoo,Southernplayalisticadillacmuzik,6
OutKast,Two Dope Boyz (In a Cadillac),ATLiens,1
OutKast,Elevators (Me & You),ATLiens,6
OutKast,Aquemini,Aquemini,6
OutKast,Da Art of Storytellin' (Pt. 1),Aquemini,1
OutKast,SpottieOttieDopaliscious,Aquemini,1
Wu-Tang Clan,Da Mystery of Chessboxin',Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),6
Big L,Lifestylez Ov Da Poor & Dangerous,Lifestylez Ov Da Poor & Dangerous,6
Kenny Loggins,Danger Zone,The Essential Kenny Loggins,6
Nas,The World Is Yours,Illmatic XX,1
Nas,The World Is Yours,Illmatic XX,1
Nas,Memory Lane (Sittin' in da Park),Illmatic XX,1
Nas,One Time 4 Your Mind,Illmatic XX,6
The Notorious B.I.G.,The What,Ready To Die The Remaster,1
Dr. Dre,"Nuthin' But A ""G"" Thang",R&B Classics Collection,1
N.W.A.,Dopeman - Remix,Straight Outta Compton,6
N.W.A.,Dopeman - Remix,Straight Outta Compton,6
N.W.A.,Express Yourself - Extended Mix,Straight Outta Compton,1
Ice Cube,No Vaseline,Death Certificate,1
Ice Cube,No Vaseline,Death Certificate,1
Ice Cube,The Nigga Ya Love To Hate,AmeriKKKa's Most Wanted,6
Ice Cube,A Gangsta's Fairytale,AmeriKKKa's Most Wanted,6
Beastie Boys,Johnny Ryall,Paul's Boutique,6
Beastie Boys,High Plains Drifter,Paul's Boutique,6
Beastie Boys,Fight For Your Right,Licensed To Ill,1
Beastie Boys,No Sleep Till Brooklyn,Licensed To Ill,1
Beastie Boys,Paul Revere,Licensed To Ill,6
Beastie Boys,Brass Monkey,Licensed To Ill,6
People Under The Stairs,San Francisco Knights,The Next Step,1
Alexi Blue,Royalty,Royalty,1
Gang Starr,Now You're Mine,Hard To Earn,6
Labrinth,Express Yourself,Electronic Earth,6
LL Cool J,Mama Said Knock You Out,Mama Said Knock You Out,1
Thousand Foot Krutch,Phenomenon,Phenomenon,6
Thousand Foot Krutch,Phenomenon,Phenomenon,1
2Pac,Brenda's Got A Baby,2Pacalypse Now,1
2Pac,Brenda's Got A Baby,2Pacalypse Now,6
Eazy-E,Real Muthaphuckkin' G's,Gangsta Memorial,1
Fugees,Fu-Gee-La,The Score,6
Fugees,Fu-Gee-La,The Score,6
Fugees,Ready or Not,The Score,6
Fugees,Ready or Not,The Score,6
Big Brother & The Holding Company,Summertime,Cheap Thrills,6
